head	relation	tail	time	confidence								
67	1	3600	7752	0.35								
67	1	6986	7536	0.35								
67	3	305	7536	0.35								
67	4	117	7536	0.35								
67	4	138	8280	0.35								
67	4	205	8280	0.35								
67	6	920	8280	0.35								
67	9	17	8280	0.35								
67	9	1140	8280	0.35								
67	9	1825	8280	0.35								
67	12	205	8280	0.35								
67	12	1731	8280	0.35								
67	14	508	8280	0.35								
67	15	32	8280	0.35								
67	15	39	8280	0.35								
67	15	66	7536	0.35								
67	15	138	7536	0.35								
67	15	174	7536	0.35								
67	15	205	7536	0.35								
67	15	325	8280	0.35								
67	15	332	8280	0.35								
67	15	573	8280	0.35								
67	15	702	8280	0.35								
67	15	876	8280	0.35								
67	15	1140	7560	0.35								
67	15	1306	7608	0.35								
67	15	1325	7608	0.35								
67	15	2249	7608	0.35								
67	15	3552	7608	0.35								
67	15	4109	7608	0.35								
67	15	4872	7608	0.35								
67	15	5806	7608	0.35								
67	16	174	7608	0.35								
67	16	3499	7608	0.35								
67	17	66	7608	0.35								
67	17	117	7608	0.35								
67	17	192	7536	0.35								
67	17	205	7536	0.35								
67	17	320	7536	0.35								
67	17	325	7536	0.35								
67	17	445	7536	0.35								
67	17	809	7560	0.35								
67	17	920	7560	0.35								
67	17	2327	7560	0.35								
67	17	2667	7560	0.35								
67	17	3499	7560	0.35								
67	18	174	7560	0.35								
67	18	1325	7560	0.35								
67	18	1355	7560	0.35								
67	18	1916	7560	0.35								
67	19	138	7560	0.35								
67	20	205	7560	0.35								
67	22	32	7560	0.35								
67	22	66	7560	0.35								
67	22	174	7560	0.35								
67	22	4109	7560	0.35								
67	25	138	7560	0.35								
67	25	205	7560	0.35								
67	25	532	7560	0.35								
67	25	573	7560	0.35								
67	25	920	7560	0.35								
67	25	1325	7560	0.35								
67	25	1730	7560	0.35								
67	25	2327	7560	0.35								
67	25	2331	7560	0.35								
67	25	3600	7560	0.35								
67	27	579	7560	0.35								
67	27	1730	7560	0.35								
67	28	135	7560	0.35								
67	28	573	7560	0.35								
67	28	703	7608	0.35								
67	28	4872	7584	0.35								
67	29	579	7584	0.35								
67	30	32	7584	0.35								
67	30	174	7584	0.35								
67	30	205	7584	0.35								
67	30	332	7584	0.35								
67	30	573	7584	0.35								
67	30	670	7584	0.35								
67	30	1325	7584	0.35								
67	36	32	7584	0.35								
67	36	66	7584	0.35								
67	36	174	7584	0.35								
67	36	192	7584	0.35								
67	36	205	7584	0.35								
67	36	332	7584	0.35								
67	36	542	7584	0.35								
67	36	659	7584	0.35								
67	36	670	7584	0.35								
67	36	703	7584	0.35								
67	36	919	7584	0.35								
67	36	1325	7584	0.35								
67	36	1355	7584	0.35								
67	36	2659	7584	0.35								
67	37	6650	7608	0.35								
67	38	174	7608	0.35								
67	38	191	7608	0.35								
67	38	205	7608	0.35								
67	38	573	7608	0.35								
67	38	1306	7632	0.35								
67	43	205	7632	0.35								
67	43	532	7656	0.35								
67	43	579	7656	0.35								
67	43	659	7656	0.35								
67	48	46	7632	0.35								
67	48	66	7632	0.35								
67	48	117	7632	0.35								
67	48	205	7632	0.35								
67	48	1889	7680	0.35								
67	54	205	7704	0.35								
67	54	2667	7704	0.35								
67	55	573	7896	0.35								
67	55	2327	7728	0.35								
67	55	5818	7728	0.35								
67	58	174	7752	0.35								
67	59	205	7560	0.35								
67	59	1355	7560	0.35								
67	71	920	7536	0.35								
67	71	4794	7536	0.35								
67	74	174	7536	0.35								
67	75	174	7536	0.35								
67	88	66	7536	0.35								
67	88	508	7536	0.35								
67	94	205	7536	0.35								
67	95	174	8280	0.35								
67	100	138	7560	0.35								
67	104	174	7608	0.35								
67	134	205	7536	0.35								
67	140	174	7800	0.35								
67	157	32	7800	0.35								
67	163	205	7800	0.35								
67	173	205	8064	0.35								
67	177	205	8280	0.35								
67	207	174	8040	0.35								
67	215	205	8040	0.35								
68	1	4844	8040	1								
68	104	42	8040	0.66								
68	29	42	8040	0.35								
68	57	1945	8040	0.35								
68	75	42	8040	0.35								
68	104	44	8040	0.35								
69	13	5359	8064	1								
69	24	586	8112	1								
69	19	262	8064	0.95								
69	9	56	8040	0.87								
69	24	56	8088	0.87								
69	24	330	8088	0.87								
69	9	46	8040	0.77								
69	19	1889	8064	0.77								
69	29	262	8160	0.77								
69	11	1763	8064	0.73								
69	11	3738	8064	0.73								
69	17	262	8064	0.73								
69	18	1226	8064	0.73								
69	24	333	8112	0.73								
69	48	218	8328	0.73								
69	72	262	8328	0.73								
69	11	1	8040	0.66								
69	11	4376	8064	0.66								
69	14	756	8064	0.66								
69	17	0	8064	0.66								
69	17	586	8064	0.66								
69	18	18	8064	0.66								
69	18	2100	8064	0.66								
69	24	1	8088	0.66								
69	27	1889	8136	0.66								
69	32	3063	8160	0.66								
69	36	586	8232	0.66								
69	77	291	8352	0.66								
69	0	1	8040	0.35								
69	1	262	8040	0.35								
69	1	586	8040	0.35								
69	8	2525	8040	0.35								
69	11	0	8040	0.35								
69	11	26	8040	0.35								
69	11	46	8040	0.35								
69	11	49	8040	0.35								
69	11	56	8040	0.35								
69	11	122	8040	0.35								
69	11	262	8064	0.35								
69	11	291	8064	0.35								
69	11	586	8064	0.35								
69	11	1226	8064	0.35								
69	11	1927	8064	0.35								
69	11	2525	8064	0.35								
69	11	3318	8064	0.35								
69	11	3800	8064	0.35								
69	11	5520	8064	0.35								
69	11	5629	8064	0.35								
69	14	46	8064	0.35								
69	14	56	8064	0.35								
69	14	129	8064	0.35								
69	15	119	8064	0.35								
69	15	179	8064	0.35								
69	15	1401	8064	0.35								
69	17	26	8064	0.35								
69	17	179	8064	0.35								
69	18	46	8064	0.35								
69	18	56	8064	0.35								
69	18	333	8064	0.35								
69	18	334	8064	0.35								
69	18	1366	8064	0.35								
69	22	46	8064	0.35								
69	22	586	8064	0.35								
69	22	2525	8520	0.35								
69	24	18	8088	0.35								
69	24	46	8088	0.35								
69	24	1536	8112	0.35								
69	25	586	8112	0.35								
69	27	1	8112	0.35								
69	27	262	8112	0.35								
69	27	263	8136	0.35								
69	36	1	8184	0.35								
69	36	262	8232	0.35								
69	36	5540	8232	0.35								
69	38	262	8040	0.35								
69	39	63	8040	0.35								
69	39	262	8064	0.35								
69	39	1303	8064	0.35								
69	39	1889	8736	0.35								
69	39	3602	8544	0.35								
69	44	218	8592	0.35								
69	44	3738	8328	0.35								
69	48	586	8328	0.35								
69	53	262	8328	0.35								
69	76	225	8352	0.35								
69	108	262	8352	0.35								
69	128	586	8352	0.35								
69	159	1	8352	0.35								
69	199	263	8352	0.35								
70	9	1780	8352	1								
70	14	96	8736	1								
70	11	33	8424	0.95								
70	14	756	8616	0.77								
70	11	2066	8544	0.73								
70	18	1257	8616	0.73								
70	18	184	8616	0.66								
70	30	1082	8688	0.66								
70	7	55	8352	0.35								
70	9	46	8352	0.35								
70	14	46	8736	0.35								
70	17	71	8616	0.35								
70	18	495	8616	0.35								
70	18	701	8616	0.35								
70	18	2066	8688	0.35								
70	18	2401	8688	0.35								
70	22	46	8688	0.35								
70	48	46	8688	0.35								
70	95	125	8688	0.35								
71	175	1023	8736	1								
71	91	296	8736	0.8								
71	17	125	8736	0.73								
71	31	33	8736	0.73								
71	15	511	8688	0.66								
71	17	126	8736	0.66								
71	17	1044	8736	0.66								
71	43	2052	8736	0.66								
71	74	125	8736	0.66								
71	4	441	8712	0.35								
71	7	290	8712	0.35								
71	11	126	8712	0.35								
71	11	296	8736	0.35								
71	11	884	8736	0.35								
71	11	1022	8736	0.35								
71	11	1023	8736	0.35								
71	11	3744	8736	0.35								
71	15	125	8736	0.35								
71	17	1022	8736	0.35								
71	18	441	8736	0.35								
71	24	126	8736	0.35								
71	24	6101	8736	0.35								
71	38	125	8736	0.35								
71	65	296	8736	0.35								
72	37	322	8736	1								
72	24	322	8736	0.66								
72	30	201	8736	0.66								
72	31	334	8736	0.66								
72	37	333	8736	0.66								
72	8	214	8736	0.35								
72	30	63	8736	0.35								
72	30	322	8736	0.35								
72	37	63	8736	0.35								
72	37	4656	8736	0.35								
72	156	201	8736	0.35								
73	13	74	8736	0.35								
73	92	74	8736	0.35								
74	4	426	8736	0.73								
74	6	2367	8736	0.73								
74	15	4018	8736	0.73								
74	18	4319	8736	0.73								
74	15	147	8736	0.66								
74	36	124	8736	0.66								
74	55	412	8736	0.66								
74	1	367	8736	0.35								
74	1	386	8736	0.35								
74	1	666	8736	0.35								
74	4	124	8736	0.35								
74	4	386	8736	0.35								
74	9	6197	8736	0.35								
74	15	666	8736	0.35								
74	15	1465	8736	0.35								
74	17	124	8736	0.35								
74	17	146	8736	0.35								
74	17	559	8736	0.35								
74	24	386	8736	0.35								
74	25	15	8736	0.35								
74	25	146	8736	0.35								
74	25	580	8736	0.35								
74	25	2367	8736	0.35								
74	27	559	8736	0.35								
74	27	4147	8736	0.35								
74	28	57	8736	0.35								
74	28	124	8736	0.35								
74	29	412	8736	0.35								
74	36	146	8736	0.35								
74	36	386	8736	0.35								
74	36	412	8736	0.35								
74	36	580	8736	0.35								
74	36	3296	8736	0.35								
74	43	146	8736	0.35								
74	43	471	8736	0.35								
74	48	658	8736	0.35								
74	55	146	8736	0.35								
74	55	559	8736	0.35								
74	69	2367	8736	0.35								
74	101	871	8736	0.35								
74	112	146	8736	0.35								
75	31	5737	8736	1								
75	14	0	8736	1								
75	11	1553	8736	0.77								
75	11	4086	8736	0.77								
75	14	5	8736	0.77								
75	24	2008	8736	0.77								
75	41	0	8736	0.77								
75	18	55	8736	0.73								
75	18	953	8736	0.73								
75	24	384	8736	0.73								
75	24	5737	8736	0.73								
75	36	92	8736	0.73								
75	108	345	8736	0.73								
75	139	5714	8736	0.73								
75	11	2943	8736	0.66								
75	11	5219	8736	0.66								
75	14	46	8736	0.66								
75	15	49	8736	0.66								
75	17	56	8736	0.66								
75	17	94	8736	0.66								
75	17	1249	8736	0.66								
75	17	5714	8736	0.66								
75	18	0	8736	0.66								
75	18	26	8736	0.66								
75	18	224	8736	0.66								
75	18	1984	8736	0.66								
75	25	76	8736	0.66								
75	36	94	8736	0.66								
75	44	321	8736	0.66								
75	74	5714	8736	0.66								
75	131	95	8736	0.66								
75	4	46	8736	0.35								
75	4	92	8736	0.35								
75	4	95	8736	0.35								
75	5	95	8736	0.35								
75	6	1244	8736	0.35								
75	7	384	8736	0.35								
75	9	18	8736	0.35								
75	9	46	8736	0.35								
75	9	94	8736	0.35								
75	10	26	8736	0.35								
75	11	18	8736	0.35								
75	11	26	8736	0.35								
75	11	46	8736	0.35								
75	11	49	8736	0.35								
75	11	56	8736	0.35								
75	11	76	8736	0.35								
75	11	84	8736	0.35								
75	11	92	8736	0.35								
75	11	94	8736	0.35								
75	11	95	8736	0.35								
75	11	151	8736	0.35								
75	11	424	8736	0.35								
75	11	776	8736	0.35								
75	11	953	8736	0.35								
75	11	1244	8736	0.35								
75	11	1798	8736	0.35								
75	11	2008	8736	0.35								
75	11	2074	8736	0.35								
75	11	5205	8736	0.35								
75	11	5737	8736	0.35								
75	14	94	8736	0.35								
75	14	95	8736	0.35								
75	14	1774	8736	0.35								
75	15	76	8736	0.35								
75	15	92	8736	0.35								
75	15	94	8736	0.35								
75	15	95	8736	0.35								
75	15	224	8736	0.35								
75	15	225	8736	0.35								
75	15	527	8736	0.35								
75	15	1197	8736	0.35								
75	15	1550	8736	0.35								
75	17	76	8736	0.35								
75	17	92	8736	0.35								
75	17	95	8736	0.35								
75	17	321	8736	0.35								
75	17	5737	8736	0.35								
75	18	18	8736	0.35								
75	18	46	8736	0.35								
75	18	92	8736	0.35								
75	18	95	8736	0.35								
75	18	156	8736	0.35								
75	18	290	8736	0.35								
75	18	321	8736	0.35								
75	18	375	8736	0.35								
75	18	384	8736	0.35								
75	18	446	8736	0.35								
75	18	897	8736	0.35								
75	18	1584	8736	0.35								
75	18	2595	8736	0.35								
75	18	2734	8736	0.35								
75	18	3087	8736	0.35								
75	18	5737	8736	0.35								
75	19	95	8736	0.35								
75	20	94	8736	0.35								
75	22	5737	8736	0.35								
75	24	18	8736	0.35								
75	24	26	8736	0.35								
75	24	29	8736	0.35								
75	24	46	8736	0.35								
75	24	94	8736	0.35								
75	24	321	8736	0.35								
75	24	1550	8736	0.35								
75	24	2180	8736	0.35								
75	25	92	8736	0.35								
75	25	95	8736	0.35								
75	25	1244	8736	0.35								
75	36	56	8736	0.35								
75	36	95	8736	0.35								
75	36	290	8736	0.35								
75	36	550	8736	0.35								
75	36	863	8736	0.35								
75	36	953	8736	0.35								
75	36	4871	8736	0.35								
75	36	5714	8736	0.35								
75	38	95	8736	0.35								
75	38	151	8736	0.35								
75	38	5714	8736	0.35								
75	41	26	8736	0.35								
75	41	95	8736	0.35								
75	41	384	8736	0.35								
75	42	76	8736	0.35								
75	48	94	8736	0.35								
75	48	1774	8736	0.35								
75	51	95	8736	0.35								
75	55	94	8736	0.35								
75	71	330	8736	0.35								
75	87	95	8736	0.35								
75	88	151	8736	0.35								
75	110	95	8736	0.35								
75	123	95	8736	0.35								
75	127	94	8736	0.35								
75	134	49	8736	0.35								
76	1	30	8736	0.73								
76	1	1635	8736	0.73								
76	67	95	8736	0.66								
76	116	95	8736	0.66								
76	1	95	8736	0.35								
76	1	151	8736	0.35								
76	1	345	8736	0.35								
76	1	5011	8736	0.35								
76	5	95	8736	0.35								
76	27	1145	8736	0.35								
76	38	95	8736	0.35								
77	24	46	8736	0.77								
77	18	3331	8736	0.73								
77	48	46	8736	0.73								
77	11	55	8736	0.66								
77	15	143	8736	0.66								
77	18	46	8736	0.66								
77	18	55	8736	0.66								
77	9	46	8736	0.35								
77	9	55	8736	0.35								
77	11	46	8736	0.35								
77	14	46	8736	0.35								
77	15	46	8736	0.35								
77	18	241	8736	0.35								
77	47	46	8736	0.35								
77	102	46	8736	0.35								
78	94	60	8736	0.77								
78	17	60	8736	0.66								
78	28	3	8736	0.66								
78	9	3	8736	0.35								
78	9	60	8736	0.35								
78	15	3	8736	0.35								
78	17	4671	8736	0.35								
78	30	60	8736	0.35								
78	220	957	8736	0.35								
79	9	777	8736	1								
79	140	6597	8736	0.8								
79	9	1311	8736	0.77								
79	11	80	8736	0.77								
79	9	882	8736	0.66								
79	14	882	8736	0.66								
79	11	18	8736	0.35								
79	11	381	8736	0.35								
79	14	1567	8736	0.35								
79	18	314	8736	0.35								
79	22	381	8736	0.35								
79	36	381	8736	0.35								
79	107	348	8736	0.35								
81	17	3079	8736	1								
81	11	46	8736	0.87								
81	42	46	8736	0.8								
81	18	96	8736	0.73								
81	43	46	8736	0.73								
81	6	46	8736	0.66								
81	129	46	8736	0.66								
81	0	995	8736	0.35								
81	9	46	8736	0.35								
81	11	36	8736	0.35								
81	11	56	8736	0.35								
81	11	95	8736	0.35								
81	11	184	8736	0.35								
81	11	3144	8736	0.35								
81	14	95	8736	0.35								
81	18	12	8736	0.35								
81	18	1907	8736	0.35								
81	22	95	8736	0.35								
81	41	46	8736	0.35								
81	101	46	8736	0.35								
81	116	46	8736	0.35								
82	36	262	8736	1								
82	39	3475	8736	1								
82	39	3051	8736	0.95								
82	39	1015	8736	0.95								
82	13	22	8736	0.87								
82	39	2041	8736	0.77								
82	13	83	8736	0.73								
82	11	155	8736	0.66								
82	11	262	8736	0.66								
82	11	1021	8736	0.66								
82	13	402	8736	0.66								
82	13	2041	8736	0.66								
82	13	3220	8736	0.66								
82	13	4333	8736	0.66								
82	15	96	8736	0.66								
82	24	6404	8736	0.66								
82	25	155	8736	0.66								
82	36	218	8736	0.66								
82	39	46	8736	0.66								
82	46	3475	8736	0.66								
82	51	1471	8736	0.66								
82	11	96	8736	0.35								
82	11	269	8736	0.35								
82	11	397	8736	0.35								
82	11	925	8736	0.35								
82	11	954	8736	0.35								
82	11	1255	8736	0.35								
82	11	3051	8736	0.35								
82	11	3685	8736	0.35								
82	13	345	8736	0.35								
82	13	397	8736	0.35								
82	13	826	8736	0.35								
82	13	863	8736	0.35								
82	13	925	8736	0.35								
82	13	1327	8736	0.35								
82	13	1612	8736	0.35								
82	13	1635	8736	0.35								
82	13	2374	8736	0.35								
82	16	69	8736	0.35								
82	18	397	8736	0.35								
82	18	1255	8736	0.35								
82	22	218	8736	0.35								
82	22	3595	8736	0.35								
82	24	345	8736	0.35								
82	24	3689	8736	0.35								
82	29	402	8736	0.35								
82	29	925	8736	0.35								
82	29	2041	8736	0.35								
82	29	3051	8736	0.35								
82	32	46	8736	0.35								
82	32	925	8736	0.35								
82	33	402	8736	0.35								
82	33	925	8736	0.35								
82	36	155	8736	0.35								
82	39	95	8736	0.35								
82	39	218	8736	0.35								
82	39	262	8736	0.35								
82	39	346	8736	0.35								
82	39	408	8736	0.35								
82	39	753	8736	0.35								
82	39	925	8736	0.35								
82	39	1635	8736	0.35								
82	39	2374	8736	0.35								
82	39	3220	8736	0.35								
82	39	3723	8736	0.35								
82	39	5621	8736	0.35								
82	39	5840	8736	0.35								
82	39	6116	8736	0.35								
82	42	96	8736	0.35								
82	42	218	8736	0.35								
82	42	6481	8736	0.35								
82	51	269	8736	0.35								
82	56	345	8736	0.35								
82	66	954	8736	0.35								
82	89	925	8736	0.35								
84	7	2687	8736	1								
84	7	3022	8736	1								
84	7	1527	8736	1								
84	15	641	8736	1								
84	7	49	8736	0.95								
84	7	5253	8736	0.95								
84	11	372	8736	0.95								
84	39	345	8736	0.95								
84	77	460	8736	0.95								
84	11	322	8736	0.8								
84	24	75	8736	0.8								
84	7	26	8736	0.77								
84	7	1070	8736	0.77								
84	9	1435	8736	0.77								
84	17	3645	8736	0.77								
84	27	125	8736	0.77								
84	99	30	8736	0.77								
84	4	753	8736	0.73								
84	11	953	8736	0.73								
84	11	2745	8736	0.73								
84	14	36	8736	0.73								
84	44	1098	8736	0.73								
84	7	0	8736	0.66								
84	11	118	8736	0.66								
84	14	753	8736	0.66								
84	18	1177	8736	0.66								
84	39	189	8736	0.66								
84	7	1	8736	0.35								
84	7	55	8736	0.35								
84	7	177	8736	0.35								
84	7	290	8736	0.35								
84	7	381	8736	0.35								
84	7	431	8736	0.35								
84	7	467	8736	0.35								
84	7	644	8736	0.35								
84	7	763	8736	0.35								
84	7	1501	8736	0.35								
84	7	1787	8736	0.35								
84	11	1	8736	0.35								
84	11	49	8736	0.35								
84	11	85	8736	0.35								
84	11	87	8736	0.35								
84	11	95	8736	0.35								
84	11	177	8736	0.35								
84	11	218	8736	0.35								
84	11	460	8736	0.35								
84	11	543	8736	0.35								
84	11	1002	8736	0.35								
84	11	1022	8736	0.35								
84	11	1139	8736	0.35								
84	11	1204	8736	0.35								
84	11	1526	8736	0.35								
84	11	2180	8736	0.35								
84	11	2537	8736	0.35								
84	11	2991	8736	0.35								
84	11	4316	8736	0.35								
84	13	1249	8736	0.35								
84	14	12	8736	0.35								
84	14	18	8736	0.35								
84	14	26	8736	0.35								
84	14	290	8736	0.35								
84	14	323	8736	0.35								
84	14	863	8736	0.35								
84	14	1339	8736	0.35								
84	14	2464	8736	0.35								
84	15	290	8736	0.35								
84	15	1008	8736	0.35								
84	15	1022	8736	0.35								
84	16	753	8736	0.35								
84	17	59	8736	0.35								
84	17	753	8736	0.35								
84	18	26	8736	0.35								
84	18	29	8736	0.35								
84	18	32	8736	0.35								
84	18	49	8736	0.35								
84	18	85	8736	0.35								
84	18	129	8736	0.35								
84	18	189	8736	0.35								
84	18	322	8736	0.35								
84	18	446	8736	0.35								
84	18	759	8736	0.35								
84	18	1008	8736	0.35								
84	18	1269	8736	0.35								
84	18	2687	8736	0.35								
84	18	2866	8736	0.35								
84	20	57	8736	0.35								
84	22	46	8736	0.35								
84	22	4626	8736	0.35								
84	24	863	8736	0.35								
84	24	3307	8736	0.35								
84	24	3736	8736	0.35								
84	24	4942	8736	0.35								
84	27	82	8736	0.35								
84	29	641	8736	0.35								
84	36	850	8736	0.35								
84	38	1	8736	0.35								
84	39	190	8736	0.35								
84	39	753	8736	0.35								
84	41	49	8736	0.35								
84	43	314	8736	0.35								
84	43	753	8736	0.35								
84	44	26	8736	0.35								
84	44	953	8736	0.35								
84	77	953	8736	0.35								
84	77	5737	8736	0.35								
84	99	95	8736	0.35								
84	111	179	8736	0.35								
84	112	195	8736	0.35								
85	7	748	8736	0.8								
85	24	46	8736	0.8								
85	43	5	8736	0.77								
85	7	36	8736	0.73								
85	18	765	8736	0.73								
85	22	372	8736	0.73								
85	24	899	8736	0.73								
85	70	518	8736	0.73								
85	0	365	8736	0.66								
85	7	0	8736	0.66								
85	7	66	8736	0.66								
85	7	179	8736	0.66								
85	7	460	8736	0.66								
85	7	1204	8736	0.66								
85	7	2464	8736	0.66								
85	7	5195	8736	0.66								
85	10	17	8736	0.66								
85	10	181	8736	0.66								
85	10	1572	8736	0.66								
85	11	56	8736	0.66								
85	11	169	8736	0.66								
85	13	86	8736	0.66								
85	13	461	8736	0.66								
85	17	75	8736	0.66								
85	18	26	8736	0.66								
85	18	46	8736	0.66								
85	18	49	8736	0.66								
85	18	322	8736	0.66								
85	18	922	8736	0.66								
85	18	1816	8736	0.66								
85	22	543	8736	0.66								
85	39	1635	8736	0.66								
85	41	18	8736	0.66								
85	41	756	8736	0.66								
85	63	36	8736	0.66								
85	77	851	8736	0.66								
85	107	56	8736	0.66								
85	108	95	8736	0.66								
85	131	56	8736	0.66								
85	0	5	8736	0.35								
85	0	12	8736	0.35								
85	0	46	8736	0.35								
85	0	96	8736	0.35								
85	0	882	8736	0.35								
85	0	4137	8736	0.35								
85	2	765	8736	0.35								
85	4	765	8736	0.35								
85	4	805	8736	0.35								
85	7	26	8736	0.35								
85	7	32	8736	0.35								
85	7	55	8736	0.35								
85	7	95	8736	0.35								
85	7	124	8736	0.35								
85	7	164	8736	0.35								
85	7	186	8736	0.35								
85	7	290	8736	0.35								
85	7	322	8736	0.35								
85	7	651	8736	0.35								
85	7	835	8736	0.35								
85	7	890	8736	0.35								
85	7	1004	8736	0.35								
85	7	1282	8736	0.35								
85	7	1789	8736	0.35								
85	7	1837	8736	0.35								
85	7	2155	8736	0.35								
85	7	2180	8736	0.35								
85	7	2347	8736	0.35								
85	7	2370	8736	0.35								
85	7	3338	8736	0.35								
85	7	3651	8736	0.35								
85	7	4126	8736	0.35								
85	7	4478	8736	0.35								
85	7	5737	8736	0.35								
85	9	12	8736	0.35								
85	9	18	8736	0.35								
85	9	46	8736	0.35								
85	9	177	8736	0.35								
85	9	1495	8736	0.35								
85	10	12	8736	0.35								
85	10	46	8736	0.35								
85	10	56	8736	0.35								
85	10	95	8736	0.35								
85	10	314	8736	0.35								
85	10	372	8736	0.35								
85	10	578	8736	0.35								
85	10	882	8736	0.35								
85	11	321	8736	0.35								
85	11	437	8736	0.35								
85	11	756	8736	0.35								
85	11	882	8736	0.35								
85	13	15	8736	0.35								
85	13	57	8736	0.35								
85	13	462	8736	0.35								
85	13	518	8736	0.35								
85	13	765	8736	0.35								
85	13	1452	8736	0.35								
85	13	3893	8736	0.35								
85	13	5391	8736	0.35								
85	13	7080	8736	0.35								
85	14	46	8736	0.35								
85	15	765	8736	0.35								
85	17	46	8736	0.35								
85	17	56	8736	0.35								
85	17	765	8736	0.35								
85	17	882	8736	0.35								
85	17	1262	8736	0.35								
85	17	5406	8736	0.35								
85	18	55	8736	0.35								
85	18	56	8736	0.35								
85	18	84	8736	0.35								
85	18	96	8736	0.35								
85	18	321	8736	0.35								
85	18	437	8736	0.35								
85	18	589	8736	0.35								
85	18	756	8736	0.35								
85	18	2112	8736	0.35								
85	18	5237	8736	0.35								
85	19	805	8736	0.35								
85	22	46	8736	0.35								
85	22	56	8736	0.35								
85	22	95	8736	0.35								
85	24	95	8736	0.35								
85	24	322	8736	0.35								
85	24	345	8736	0.35								
85	24	753	8736	0.35								
85	24	1004	8736	0.35								
85	24	1572	8736	0.35								
85	24	1635	8736	0.35								
85	24	2240	8736	0.35								
85	32	765	8736	0.35								
85	36	56	8736	0.35								
85	36	334	8736	0.35								
85	36	765	8736	0.35								
85	41	32	8736	0.35								
85	41	851	8736	0.35								
85	41	1226	8736	0.35								
85	43	12	8736	0.35								
85	43	17	8736	0.35								
85	43	46	8736	0.35								
85	43	56	8736	0.35								
85	43	882	8736	0.35								
85	43	3412	8736	0.35								
85	44	26	8736	0.35								
85	44	321	8736	0.35								
85	48	322	8736	0.35								
85	48	882	8736	0.35								
85	51	56	8736	0.35								
85	70	461	8736	0.35								
85	70	765	8736	0.35								
85	70	2029	8736	0.35								
85	77	756	8736	0.35								
85	77	882	8736	0.35								
85	80	56	8736	0.35								
85	89	765	8736	0.35								
85	89	2634	8736	0.35								
85	91	882	8736	0.35								
85	92	668	8736	0.35								
85	101	12	8736	0.35								
85	148	461	8736	0.35								
86	14	95	8736	0.35								
86	14	455	8736	0.35								
86	69	1910	8736	0.35								
87	131	36	8736	0.73								
87	9	36	8736	0.66								
87	29	57	8736	0.66								
87	108	95	8736	0.66								
87	5	36	8736	0.35								
87	5	882	8736	0.35								
87	5	1292	8736	0.35								
87	9	1292	8736	0.35								
87	13	2029	8736	0.35								
87	15	57	8736	0.35								
87	18	6357	8736	0.35								
87	22	57	8736	0.35								
87	22	543	8736	0.35								
87	33	57	8736	0.35								
87	39	57	8736	0.35								
87	39	1327	8736	0.35								
87	39	1520	8736	0.35								
87	39	1787	8736	0.35								
87	39	3519	8736	0.35								
87	39	7029	8736	0.35								
87	62	36	8736	0.35								
87	67	96	8736	0.35								
87	69	57	8736	0.35								
87	69	723	8736	0.35								
87	83	57	8736	0.35								
87	99	95	8736	0.35								
87	128	121	8736	0.35								
88	11	1290	8736	0.73								
88	15	3	8736	0.35								
88	17	656	8736	0.35								
88	29	1298	8736	0.35								
88	30	60	8736	0.35								
88	87	1298	8736	0.35								
88	89	6	8736	0.35								
89	17	22	8736	1								
89	11	2123	8736	0.73								
89	18	4149	8736	0.73								
89	11	46	8736	0.66								
89	11	95	8736	0.66								
89	17	26	8736	0.66								
89	17	90	8736	0.66								
89	17	120	8736	0.66								
89	24	30	8736	0.66								
89	31	95	8736	0.66								
89	2	36	8736	0.35								
89	2	46	8736	0.35								
89	9	46	8736	0.35								
89	11	55	8736	0.35								
89	11	184	8736	0.35								
89	11	521	8736	0.35								
89	11	2753	8736	0.35								
89	11	5733	8736	0.35								
89	15	90	8736	0.35								
89	15	2240	8736	0.35								
89	17	46	8736	0.35								
89	17	1197	8736	0.35								
89	24	95	8736	0.35								
89	25	46	8736	0.35								
89	25	95	8736	0.35								
89	32	90	8736	0.35								
89	36	46	8736	0.35								
89	48	46	8736	0.35								
89	48	95	8736	0.35								
90	18	2209	8736	0.66								
90	88	2371	8736	0.66								
90	11	46	8736	0.35								
90	14	171	8736	0.35								
91	15	46	8736	1								
91	11	1229	8736	0.87								
91	11	122	8736	0.8								
91	15	0	8736	0.8								
91	48	1435	8736	0.8								
91	2	36	8736	0.73								
91	4	1398	8736	0.73								
91	11	1620	8736	0.73								
91	17	26	8736	0.73								
91	24	95	8736	0.73								
91	48	983	8736	0.73								
91	11	36	8736	0.66								
91	11	184	8736	0.66								
91	15	882	8736	0.66								
91	15	2240	8736	0.66								
91	16	95	8736	0.66								
91	24	47	8736	0.66								
91	24	96	8736	0.66								
91	48	67	8736	0.66								
91	48	94	8736	0.66								
91	2	18	8736	0.35								
91	2	25	8736	0.35								
91	2	46	8736	0.35								
91	2	185	8736	0.35								
91	2	3521	8736	0.35								
91	4	49	8736	0.35								
91	4	538	8736	0.35								
91	4	2131	8736	0.35								
91	9	46	8736	0.35								
91	11	0	8736	0.35								
91	11	46	8736	0.35								
91	11	49	8736	0.35								
91	11	55	8736	0.35								
91	11	95	8736	0.35								
91	11	96	8736	0.35								
91	11	119	8736	0.35								
91	11	185	8736	0.35								
91	11	521	8736	0.35								
91	11	563	8736	0.35								
91	11	753	8736	0.35								
